ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
100053000,19650200,50438919,1105,W MAIN ST,,PARCEL A,129242.52
100005000,471700,50438920,1395,W MAIN ST,,LOT,1089
100008000,3266000,50438921,1325,W MAIN ST,,"LOT, PARCEL & ALLEY",7884.36
100006000,832600,50438922,1331,W MAIN ST,,LOT,2570.04
100016000,23759000,50438923,1301-17,W MAIN ST,,PARCELS 1 & 2,31973.04
100007000,2082000,50438924,1327-29,W MAIN ST,,LOT & STRIP,5575.68
100037000,2612500,50438925,1010,WERTLAND ST,,LOTS A & B,0
100038000,468700,50438926,1000,WERTLAND ST,,LOT C,6751.8
100021000,1443800,50438927,110,13TH ST NW,,LOT,11456.28
100056000,23819100,50438928,1201,W MAIN ST,,LOT B,47436.84
100020000,11197800,50438929,1223,W MAIN ST,,3 LOTS,28749.6
100055000,2827900,50438930,1111-13,W MAIN ST,,LOT,11238.48
100059000,1718200,50438931,1211-13,W MAIN ST,,LOT  A,7623
100051000,4031000,50438932,1003,W MAIN ST,,LOT,16639.92
100054000,2173500,50438933,1107,W MAIN ST,,LOT,6621.12
100045000,563500,50438934,118,10 1/2 ST NW,,LOT,7013.16
100047000,340100,50438935,110,10 1/2 ST NW,,LOT,3397.68
100048000,250700,50438936,109,10TH ST NW,,LOT,3354.12
100049000,65100,50438937,106,10 1/2 ST NW,,LOT,871.2
100050000,2161200,50438938,1001,W MAIN ST,,LOT,10933.56
100063000,5172800,50438939,1200-02,W MAIN ST,,PARCELS 1 & 2,26005.32
100064000,31470200,50438940,1102-1106,W MAIN ST,,LOT,19989.684
100088000,52104500,50438941,1240,LEE ST,,LOTS,89951.4
100073000,39300,50438942,914-918,W MAIN ST,,LOT,12719.52
100116000,879400700,50438943,1215,LEE ST,,LOTS,910796.04
160004000,1689900,50438944,100,STADIUM RD,,LOT 33 & PARCEL X MONTIBELLO,0
100078000,14514000,50438945,900,W MAIN ST,,LOT,64708.38
100091000,28417200,50438946,121-125,11TH ST SW,,LOT 4,64817.28
160005000,9703400,50438947,106-114,STADIUM RD,,"LOTS 24,25,26A,26B,27A,27B,28 MONTIBELLO",2134440
110113000,979000,50438948,1400,JEFFERSON PARK AVE,,LOT 2 LANE PROPERTY,8712
110112000,2081400,50438949,1404,JEFFERSON PARK AVE,,LOT 3 LANE HOUSE,0
100080000,1866500,50438950,120,11TH ST SW,,LOTS,18513
110026000,1429800,50438951,122,OAKHURST CIR,,LOT 1 OAKHURST,5606.172
110111000,1182500,50438952,1408,JEFFERSON PARK AVE,,LOT 4 THE SNOWDEN,0
110110000,11730700,50438953,400-412,MONROE LN,,LOT 5 THE SHEA HOUSE,14505.48
110088000,2669200,50438954,1500,JEFFERSON PARK AVE,,LOTS 1 & 2 BK 1 S GATE TERR,13460.04
160001000,67200,50438955,409,STADIUM RD,,LOT 36 MONTEBELLO,0
110089000,722200,50438956,411,BRANDON AVE,,LOTS 3 & 4 THE CAROLINA,0
110025000,492300,50438957,120,OAKHURST CIR,,PT LOTS 1 & 2 OAKHURST,0
110024000,775100,50438958,118,OAKHURST CIR,,PT LOT 3 OAKHURST,0
110005000,736500,50438959,106,OAKHURST CIR,,LOT 7 OAKHURST,0
110090000,802400,50438960,413-415,BRANDON AVE,,LOTS 5 & 6 THE MONROE APT,0
110006000,783600,50438961,108,OAKHURST CIR,,LOT 6,0
110007000,8329500,50438962,1620,JEFFERSON PARK AVE,,"LOTS 1,2 & 3",0
160024000,1707600,50438963,1700,STADIUM RD,,LOT 1 & PARCEL Y MONTEBELLO,59982.12
110009000,701400,50438964,110,OAKHURST CIR,,LOT 5 OAKHURST,0
110022000,998900,50438965,114,OAKHURST CIR,,LOT 4 & PT 3 OAKHURST,0
110023000,643300,50438966,116,OAKHURST CIR,,LOT 3A OAKHURST,0
110091000,641900,50438967,417-419,BRANDON AVE,,LOTS 7 & 8 & TRACT A BRANDON APTS,0
110120000,588700,50438968,435,MONROE LN,,LOT 10,8058.6
110082000,144000,50438969,500,VALLEY RD,,RESIDUE BK 2 S GATE TER,0
160010100,1454700,50438970,1709,JEFFERSON PARK AVE,,LOT 21 MONTIBELLO,0
110092200,822300,50438971,408,VALLEY RD,,LOT C & STRIP DAWSON PROP,12196.8
110092100,807600,50438972,501,BRANDON AVE,,LOT B DAWSON INVESTMENT PROP,11979
110036000,643900,50438973,505,VALLEY RD,,LOT 6 PT 7 BK 2 SOUTH GATE TER,0
110010000,584800,50438974,2,GILDERSLEEVE WOOD,,"PT LOTS 3,6,7,PAR X1 MONTVALE",0
110020000,850400,50438975,1,GILDERSLEEVE WOOD,,"PT LOTS 7,8&STRIP MONTVALE",0
110102100,91281100,50438976,436,BRANDON AVE,,PT LOT 16,17293.32
110008000,893200,50438977,105,VALLEY RD,,PT LOT 3 & PARCEL Y OAKHURST,0
160019000,344600,50438978,209,MONTEBELLO CIR,,LOT 15 MONTEBELLO,17990.28
110092000,779500,50438979,503,BRANDON AVE,,LOT A DAWSON INVESTMENT PROP,10672.2
110039000,393400,50438980,507,VALLEY RD,,LOT 8 PT 7 BK 2 SOUTH GATE TER,0
110011000,693600,50438981,6,GILDERSLEEVE WOOD,,"PT LOTS  6,7,PAR X2, & TRI LOT",0
110053000,1002100,50438982,1700,JEFFERSON PARK AVE,,LOT 11 MONTIBELLO,0
110101000,1704100,50438983,504,BRANDON AVE,,LOT 15,27573.48
110019000,685200,50438984,3,GILDERSLEEVE WOOD,,PT LOTS 7 & 8 MONTVALE,0
110093000,16883100,50438985,583,BRANDON AVE,,"LOTS 2,7 & PT 6 DAWSON PLAT",80934.48
110040000,369200,50438986,513,VALLEY RD,,LOT 9&PT 10 BK 2 S GATE TERR,0
110078000,460900,50438987,510,VALLEY RD,,LOT 21 & PT 20&22 BK 2 S G TER,0
110012000,550500,50438988,8,GILDERSLEEVE WOOD,,LOTS A & B MONTVALE,0
160012000,836800,50438989,1717,JEFFERSON PARK AVE,,LOT B HOLLADAY ADDITION,0
110053100,1017100,50438990,1708,JEFFERSON PARK AVE,,LOT A MONTIBELLO,0
110100000,1459200,50438991,516-518,BRANDON AVE,,PT LOT 14,23609.52
110018000,1016200,50438992,5,GILDERSLEEVE WOOD,,PT LOTS 8 & 9 MONTVALE,0
110014000,459000,50438993,111,VALLEY RD,,LOT 4A MONTVALE,0
110041000,436700,50438994,515,VALLEY RD,,PT LOT 10 BK 2 SOUTHGATE TERR,0
110014100,419000,50438995,113,VALLEY RD,,LOT 4B MONTVALE,0
110094000,722200,50438996,581,BRANDON AVE,,PT LOT 6 DAWSON DEV CO,9888.12
110077000,529600,50438997,514,VALLEY RD,,LOT 19&PT 20 BK 2 SOUTHGATE TE,0
160014100,724800,50438998,204,MONTEBELLO CIR,,"LOTS 16A,16B & 17C MONTIBELLO",0
110053200,305800,50438999,554,VALLEY RD,,LOT B MONTIBELLO,0
110099000,1453800,50439000,512,BRANDON AVE,,LOT 13 & PT 14,23522.4
110017100,804800,50439001,7,GILDERSLEEVE WOOD,,PT LOT 9 MONTVALE,0
110054000,2437300,50439002,1712,JEFFERSON PARK AVE,,LOT 5 MONTIBELLO,0
110015000,849200,50439003,12,GILDERSLEEVE WOOD,,LOT 5 MONTVALE,0
160043000,797600,50439004,104,DUNOVA CT,,LOT 6 DUNOVA COURT,0
110052000,541100,50439005,552,VALLEY RD,,LOT,0
110076000,500200,50439006,516,VALLEY RD,,LOT 18 PT 17 BK 2 SOUTH GATE,0
110042000,387200,50439007,521,VALLEY RD,,LOT 11A BK 2 S GATE TER,0
110051000,644100,50439008,550,VALLEY RD,,LOT,0
160016000,8711800,50439009,1725,JEFFERSON PARK AVE,,PT LOT 16 MONTEBELLO,16687.836
110055000,1103300,50439010,1714,JEFFERSON PARK AVE,,LOT 4 MONTIBELLO,0
110016000,553800,50439011,9,GILDERSLEEVE WOOD,,LOT 10A MONTVALE,0
160033000,2666000,50439012,300,MONTEBELLO CIR,,LOT 3 MONTIBELLO,0
110097100,86703800,50439013,600,BRANDON AVE,,LOT 1,78190.2
160034000,2374700,50439014,112,MONTEBELLO CIR,,LOT 2 & LOT MONTIBELLO,0
110050000,625600,50439015,139,VALLEY RD,,"PT LOTS 16, 17 & STRIP",0
110016100,448200,50439016,209,VALLEY RD,,LOT 10-B1 MONTVALE,0
110073000,541000,50439017,520,VALLEY RD,,"LOT 16,PT 15 S GATE TERR",0
110042100,259800,50439018,523,VALLEY RD,,LOT 11B BK 2 S GATE TER,0
110049000,398700,50439019,140,VALLEY RD,,PT LOT 17,0
110056000,4339000,50439020,1718,JEFFERSON PARK AVE,,LOT 3 MONTIBELLO,0
110016200,475400,50439021,207,VALLEY RD,,LOT 10-C1 MONTVALE,0
110048000,460200,50439022,540,VALLEY RD,,PT LOT 18 & STRIP,0
110016300,474200,50439023,205,VALLEY RD,,10-D1 MONTVALE,0
110057000,661300,50439024,110,MAYWOOD LN,,LOT 11 MONTIBELLO,0
110043000,463000,50439025,525,VALLEY RD,,LOT 12 BK 2 SOUTHGATE TERRACE,0
110072000,644000,50439026,524,VALLEY RD,,"PT LOTS 13,14,15 S GATE TER",0
110046000,879000,50439027,536,VALLEY RD,,"PT LOTS 13,14,18,19 & LOT",0
160040000,756500,50439028,116,CHELSEA DR,,LOT 3 & PT 2,0
110071000,623800,50439029,526,VALLEY RD,,LOT A SOUTHGATE TERRACE,0
110058000,651700,50439030,114,MAYWOOD LN,,LOT 12 MONTIBELLO,0
110045000,50400,50439031,6,VALLEY CIR,,LOT 4,0
110044000,4900,50439032,530,VALLEY RD,,STRIP ADJ.S/W VALLEY ROAD,0
110069000,50400,50439033,11,VALLEY CIR,,LOT 5,0
110070000,815700,50439034,528,VALLEY RD,,PT LOT 13 BK 2,0
110059000,651000,50439035,118,MAYWOOD LN,,PT LOT 13 MONTIBELLO,14941.08
160036000,617400,50439036,1801,JEFFERSON PARK AVE,,LOT EDGEHILL APTS,0
110060000,479000,50439037,122,MAYWOOD LN,,PT LOTS 13 & 14 MONTIBELLO,0
110064000,56000,50439038,4,VALLEY CIR,,LOT 3,0
110068000,50400,50439039,9,VALLEY CIR,,LOT 6,0
110063000,309800,50439040,132,MAYWOOD LN,,LOT 15A MONTIBELLO,0
110061000,310900,50439041,128,MAYWOOD LN,,PT LOT 14 MONTIBELLO,0
160038000,6958100,50439042,1819,JEFFERSON PARK AVE,,LOT 2,0
110067000,480600,50439043,7,VALLEY CIR,,LOT 7,0
110061100,399700,50439044,126,MAYWOOD LN,,PT LOTS 14 & 15 MONTIBELLO,0
110065000,61600,50439045,2,VALLEY CIR,,LOT 2,0
110062000,508500,50439046,130,MAYWOOD LN,,PT LOT 15 MONTIBELLO,0
110066000,472600,50439047,1,VALLEY CIR,,LOT 1,0
160054000,2256100,50439048,1821,JEFFERSON PARK AVE,,PT LOT 1,0
160083000,902500,50439049,117,HARMON ST,,PT LOT B,0
160055000,864000,50439050,1905-09,JEFFERSON PARK AVE,,PT LOT 28,0
160003000,737400,50439051,102,STADIUM RD,,LOT 34 MONTEBELLO,0
160002000,554000,50439052,104,STADIUM RD,,LOT 35 MONTEBELLO,0
160022000,922800,50439053,233-235,MONTEBELLO CIR,,LOTS 29A & 29B,0
160023000,538000,50439054,333-335,STADIUM RD,,LOT 30 MONTEBELLO,0
160021000,610000,50439055,225,MONTEBELLO CIR,,LOT 31 MONTEBELLO,0
160020000,705800,50439056,221,MONTEBELLO CIR,,LOT 32 MONTEBELLO,0
160008000,561500,50439057,1705,JEFFERSON PARK AVE,,LOT 23 MONTEBELLO,0
160009000,3592300,50439058,1707,JEFFERSON PARK AVE,,LOT 22 MONTEBELLO,0
160025100,534600,50439059,325,MONTEBELLO CIR,,LOT D & PARCEL X MONTEBELLO,0
160025000,589000,50439060,323,MONTEBELLO CIR,,LOT C MONTEBELLO,0
160028000,604400,50439061,317,MONTEBELLO CIR,,PT LOT 8 MONTEBELLO,0
160010000,566000,50439062,1713,JEFFERSON PARK AVE,,LOT 20 MONTEBELLO,0
160027000,333000,50439063,315,MONTEBELLO CIR,,PT LOT 9 MONTEBELLO,0
160026000,521400,50439064,311,MONTEBELLO CIR,,LOT 10 MONTEBELLO,0
160018100,761600,50439065,207,MONTEBELLO CIR,,LOT 14B MONTEBELLO,0
160011000,1024400,50439066,1715,JEFFERSON PARK AVE,,LOT C MONTEBELLO,0
160018000,885600,50439067,205,MONTEBELLO CIR,,LOT 14A MONTEBELLO,0
160029000,740600,50439068,314,MONTEBELLO CIR,,LOT 7 MONTEBELLO,0
160017000,176000,50439069,301,MONTEBELLO CIR,A&B,LOT B MONTEBELLO,0
160030000,553400,50439070,312,MONTEBELLO CIR,,LOT 6 MONTEBELLO,0
160013100,535900,50439071,206,MONTEBELLO CIR,,LOT A-1 MONTEBELLO,0
160043100,410900,50439072,100,DUNOVA CT,,LOT 7 DUNOVA COURT,0
160013000,705700,50439073,1719,JEFFERSON PARK AVE,,LOT A-2 MONTEBELLO,0
160031000,768000,50439074,308,MONTEBELLO CIR,,LOT MONTEBELLO,0
160014000,474700,50439075,1721,JEFFERSON PARK AVE,,LOT 17B,0
170117000,22368000,50439076,2400,STADIUM RD,,3.981 ACRES,173412.36
160032000,854200,50439077,304,MONTEBELLO CIR,,LOT 4 MONTEBELLO,0
160043600,606700,50439078,1814,STADIUM RD,,LOT 1 DUNOVA COURT,0
160015000,503100,50439079,1723,JEFFERSON PARK AVE,,LOT 17A MONTEBELLO,0
160043200,486100,50439080,108,DUNOVA CT,,LOT 5 DUNOVA COURT,0
160044000,511900,50439081,1818,STADIUM RD,,LOT 1,0
160043500,407700,50439082,120,DUNOVA CT,,LOT 2 DUNOVA COURT,0
160042000,680400,50439083,109-111,CHELSEA DR,,LOT,0
160041000,341200,50439084,1810,CHELSEA DR,,LOT B & AREA 1 & 3,0
160045000,438900,50439085,128,SHAMROCK RD,,LOT 2,0
160043400,577200,50439086,116,DUNOVA CT,,LOT 3 DUNOVA COURT,0
160043300,429600,50439087,112,DUNOVA CT,,LOT 4 DUNOVA COURT,0
160070000,491100,50439088,1900,STADIUM RD,,PT LOT 17,0
160035000,2629200,50439089,106,MONTEBELLO CIR,,LOT 1 MONTEBELLO,0
160046000,477800,50439090,126,SHAMROCK RD,,LOT 3,0
160071000,432000,50439091,1904,STADIUM RD,,LOT D DAN HARMON PROPERTY,0
160037000,13258000,50439092,1815,JEFFERSON PARK AVE,,LOT 1.54 ACRES,0
160047000,478800,50439093,124,SHAMROCK RD,,LOT 4,0
160072000,434400,50439094,1906,STADIUM RD,,LOT 14-A,0
160069000,496500,50439095,121,SHAMROCK RD,,LOT A,0
160040200,615300,50439096,114,CHELSEA DR,,LOT 2,0
160040100,615300,50439097,112,CHELSEA DR,,LOT 1,0
160039000,673600,50439098,1804,CHELSEA DR,,LOTS 2 & 1B,0
160048000,482600,50439099,1802,CHELSEA DR,,LOT & 1A,0
160073000,447900,50439100,128,HARMON ST,,LOT C BK 12 DAN HARMON PROP,0
160074000,432700,50439101,1912,STADIUM RD,,PT LOTS 11 & 12 BK 2 HARMON,0
160067000,421300,50439102,124,HARMON ST,,LOT B,0
160066000,448300,50439103,122,HARMON ST,,LOT 18,0
160075000,497700,50439104,1914,STADIUM RD,,"PT LOTS 10,11 & 12 BK 2",0
160050000,880100,50439105,110,SHAMROCK RD,,.52 ACRES & LOT,0
160066100,416500,50439106,120,HARMON ST,,LOT 19,0
160076000,522200,50439107,1918,STADIUM RD,,LOT 13 BK 2,0
160064000,450300,50439108,118,HARMON ST,,LOT 20,0
170113000,584600,50439109,2000,STADIUM RD,,LOT 13 BK 1,0
170093200,2381300,50439110,212,MAURY AVE,,LOT 1,784080
160079000,821600,50439111,121,HARMON ST,,LOT,0
160123000,477500,50439112,102,KENT TER,,LOT 1 UNIVERSITY MANOR,0
170093000,3201600,50439113,2010,STADIUM RD,,LOT 3A,0
170112000,516800,50439114,2002,STADIUM RD,,LOT 12 BK 1,0
160065100,749700,50439115,115,SHAMROCK RD,,LOT 22 & PARCEL X,0
170016000,587000,50439116,2203,STADIUM RD,,LOT 6 & PT 5 & 7 MAURY ADD,0
170017000,555800,50439117,2201,STADIUM RD,,LOT,0
170015000,543900,50439118,2205,STADIUM RD,,LOT 4 & PT 5 MAURY ADDITION,0
170093300,2381300,50439119,2006,STADIUM RD,,LOT 3B,0
160052000,442400,50439120,112,SHAMROCK RD,,LOT,0
170014000,496500,50439121,2316,STADIUM RD,,LOT 3 BK 1,0
170013000,511800,50439122,2318,STADIUM RD,,PT LOT 2 BK 1 MAURY ADD,0
160124000,750000,50439123,104,KENT TER,,LOT 2 UNIVERSITY MANOR,0
170010000,351400,50439124,2320,STADIUM RD,,PT LOT 1 & A BK 1,0
160065000,597000,50439125,116,HARMON ST,,LOT 21,0
160053000,466100,50439126,106,SHAMROCK RD,,LOT,0
160077000,513700,50439127,123,WASHINGTON AVE,A&B,PT LOT 14 BK 2 HARMON PLACE,0
170009000,447800,50439128,133,PIEDMONT AVE N,,LOT 1 & STRIP PIEDMONT,0
160125000,450700,50439129,106,KENT TER,,LOT 3 UNIVERSITY MANOR,0
170009110,701200,50439130,119,APPLE TREE RD,,LOT 21 PIEDMONT,0
160082000,471700,50439131,119,HARMON ST,,LOT C,0
160126000,537500,50439132,108,KENT TER,,LOT 4 UNIVERSITY MANOR,0
160122000,538400,50439133,101,KENT TER,,LOT 8 UNIVERSITY MANOR,0
160064100,438500,50439134,114,HARMON ST,A&B,LOT 23,0
170111000,542600,50439135,130,OBSERVATORY AVE,,LOT 11,0
160078000,499700,50439136,121,WASHINGTON AVE,,LOT 1 & PAR X BK 2 HARMON PL,0
170114000,393800,50439137,122,WASHINGTON AVE,,LOT 14 BK 1,0
160127000,561300,50439138,110,KENT TER,,LOT 5 UNIVERSITY MANOR,0
160063000,441800,50439139,111,SHAMROCK RD,,LOT 24 BK 2,0
170093100,2381300,50439140,210,MAURY AVE,,LOT 2,0
170011000,353100,50439141,130,PIEDMONT AVE N,,PT LOTS 1 & 2 BK 1 MAURY ADD,0
160121000,450500,50439142,105,KENT TER,,LOT 9 UNIVERSITY MANOR,0
170110000,454500,50439143,128,OBSERVATORY AVE,,LOT 10 & STRIP,0
170008000,394300,50439144,131,PIEDMONT AVE N,,LOT 2A PIEDMONT,0
170009200,328900,50439145,126,APPLE TREE RD,A,PT LOT 12 PIEDMONT,0
170009120,728500,50439146,117,APPLE TREE RD,,LOT 22 PIEDMONT,0
160062000,455100,50439147,109,SHAMROCK RD,,LOT 25 BK 12,0
160120000,493700,50439148,107,KENT TER,,LOT 10 UNIVERSITY MANOR,0
160081000,454300,50439149,119,WASHINGTON AVE,,LOT 2 & PAR Y BK 2 HARMON PL,0
170115000,154000,50439150,120,WASHINGTON AVE,,PT LOT 15 BK 1,0
160063100,444600,50439151,112,HARMON ST,,LOT 29,0
170012000,375000,50439152,128,PIEDMONT AVE N,,PT LOTS 1 & 2 BK 1 MAURY ADD,0
170008100,345400,50439153,129,PIEDMONT AVE N,,LOT 2B PIEDMONT,0
160086000,364900,50439154,115,HARMON ST,,PT LOT A,0
160084000,488600,50439155,117,WASHINGTON AVE,,LOT 3 BK 2 HARMON PLACE,0
160059000,391900,50439156,107,SHAMROCK RD,,LOT 26 BK 12,0
160119000,645700,50439157,109,KENT TER,,LOT 11 UNIVERSITY MANOR,174240
170009210,328900,50439158,126,APPLE TREE RD,B,PT LOT 12 PIEDMONT,0
170109000,439400,50439159,126,OBSERVATORY AVE,,LOT 9 HARMAN & RIXEY,0
170021000,509800,50439160,2313,PRICE AVE,,LOT 18 MAURY ADDITION,0
170092000,22111600,50439161,112,CLARKE CT,,"LOT A, 9&10 MAURY ADDITION",83068.92
160061000,438900,50439162,110,HARMON ST,,PT LOT 30 BK 12 DAN HARMON,0
160111000,1984400,50439163,102,CARROLLTON TER,,LOTS 3 & 4 CARROLLTON MANOR,0
160108000,1860400,50439164,101,CARROLLTON TER,,LOT 8 CARROLLTON MANOR,0
160058000,496800,50439165,105,SHAMROCK RD,,LOT 27 BK 12 DAN HARMON,0
170116000,458500,50439166,118,WASHINGTON AVE,,LOT 16 & STRIP BK 1,0
170094000,477700,50439167,129,OBSERVATORY AVE,,LOT 1 HARMON & RIXEY,0
160085000,497600,50439168,113,WASHINGTON AVE,,LOT 4,0
170007000,519000,50439169,127,PIEDMONT AVE N,,LOT 3 PIEDMONT,0
160118000,510000,50439170,111,KENT TER,,PT LOT 12 UNIVERSITY MANOR,0
170009300,160000,50439171,122,APPLE TREE RD,,LOT 13 PIEDMONT,0
170009130,532300,50439172,115,APPLE TREE RD,,LOT 23 PIEDMONT,0
170108000,480600,50439173,124,OBSERVATORY AVE,,LOT 8,0
170020000,744000,50439174,2311,PRICE AVE,,LOT 19 MAURY ADDITION,0
160060000,357500,50439175,109,HARMON ST,,LOT 31 BK 12,0
160112000,462900,50439176,106,CARROLLTON TER,,LOT 5 CARROLLTON MANOR,0
170025000,439300,50439177,2321,PRICE AVE,,LOT 14 BK 1 MAURY ADD,0
170024000,499500,50439178,2319,PRICE AVE,,LOT 15 MAURY ADDITION,0
160087000,329300,50439179,113,HARMON ST,,LOT 3 BK 2,0
160055100,373800,50439180,1901,JEFFERSON PARK AVE,,LOT,0
170095000,336800,50439181,127,OBSERVATORY AVE,,LOT 2,0
160107000,517700,50439182,105,CARROLLTON TER,,LOT 9 CARROLLTON MANOR,0
160088000,741700,50439183,111,WASHINGTON AVE,,LOT 3,0
170107000,354700,50439184,113,OBSERVATORY AVE,,LOT 7 BK 2 HARMON & RIXEY,0
160113000,693300,50439185,108,CARROLLTON TER,,LOT 6 CARROLLTON MANOR,0
170105000,703700,50439186,116,WASHINGTON AVE,,LOTS 17 & 18,0
170091000,2371800,50439187,108,CLARKE CT,,LOTS 11 & 12 CLARKE COURT,0
160057000,352300,50439188,104,HARMON ST,,LOT 32 BK 12,0
160089000,756100,50439189,111,HARMON ST,,"LOTS 1,2 & STRIP BK 12",0
160102000,4929400,50439190,1830,JEFFERSON PARK AVE,,RESIDUE LOT 1 SHAMROCK GARDENS,0
170096000,345900,50439191,125,OBSERVATORY AVE,,LOT 3 & STRIP,0
160106000,601000,50439192,109,CARROLLTON TER,,LOT 10 CARROLLTON MANOR,0
170019000,486800,50439193,2309,PRICE AVE,,LOT 20 MAURY ADDITION,0
170106000,489100,50439194,111,OBSERVATORY AVE,,LOT 6,0
170006000,530100,50439195,123,PIEDMONT AVE N,,LOT 4 PIEDMONT,0
170009400,646700,50439196,120,APPLE TREE RD,,LOT 14 PIEDMONT,0
170009140,482600,50439197,113,APPLE TREE RD,,LOT 24 PIEDMONT,0
170026000,500600,50439198,2323,PRICE AVE,,LOT A,0
170097000,344500,50439199,123,OBSERVATORY AVE,,LOT 4 & STRIP HARMON & RIXEY,0
170104000,4438500,50439200,2005,JEFFERSON PARK AVE,,"LOTS 1, 1A, 2A & 2B",0
160105000,543100,50439201,113,CARROLLTON TER,,LOT 11 CARROLLTON MANOR,0
160101000,3898900,50439202,1900,JEFFERSON PARK AVE,,"LOTS A, B & C",0
170098000,368200,50439203,119,OBSERVATORY AVE,,LOT 5,0
160114000,9801400,50439204,114-116,CARROLLTON TER,,"LOT 1,7 & PARCEL X CARROLLTON",0
160090000,724700,50439205,107,WASHINGTON AVE,,PT LOT 2,0
160056000,643700,50439206,100,HARMON ST,,LOT 33,0
170005000,598100,50439207,119,PIEDMONT AVE N,,LOT 5 PIEDMONT,0
160100000,6116100,50439208,1904,JEFFERSON PARK AVE,,PT LOTS 5&6 BK 14 JEFFERSON PK,0
170009500,731700,50439209,116-118,APPLE TREE RD,,LOT 15 PIEDMONT,0
170009150,468900,50439210,111,APPLE TREE RD,,LOT 25 PIEDMONT,0
160091000,542500,50439211,105,WASHINGTON AVE,,LOT 1A,0
170099000,325300,50439212,116,OBSERVATORY AVE,,LOT 1 & PT 2,0
170091100,3432500,50439213,100,CLARKE CT,,"LOTS 6, 7&8 CLARKE COURT",0
160103000,1161200,50439214,121,CARROLLTON TER,,LOT 13 CARROLLTON MANOR,0
170004000,480300,50439215,117,PIEDMONT AVE N,,LOT 6,0
170009600,168400,50439216,112,APPLE TREE RD,,LOT 16 PIEDMONT,0
160091100,607500,50439217,101,WASHINGTON AVE,,LOT 1B,0
170100000,727000,50439218,114,OBSERVATORY AVE,,LOT 2 & PT 3,0
170009160,450200,50439219,109,APPLE TREE RD,,LOT 26 PIEDMONT,0
170037000,759300,50439220,2300,PRICE AVE,,LOT 12A BK 2 MAURY ADD,0
170036000,754700,50439221,2302,PRICE AVE,,LOT 11A & PAR X&Y BK 2 MAURY,0
170035000,393600,50439222,2306,PRICE AVE,,LOT 10 BK 2 MAURY ADD,0
170034000,160000,50439223,0,PRICE AVE,,LOT 9 BK 2 MAURY ADD,0
170033000,794900,50439224,2310,PRICE AVE,,LOT 7 BK 2 MAURY ADD,0
170038000,952700,50439225,121,MAURY AVE,,LOT 6 & STRIP BK 4 MAURY ADD,13372.92
170031000,416100,50439226,2314,PRICE AVE,,LOT 5 BK 2 MAURY ADDITION,0
170032000,581700,50439227,2312,PRICE AVE,,LOT 6 BK 2 MAURY ADDITION,0
170030000,633900,50439228,2316,PRICE AVE,,LOT 4 BK 2 MAURY ADD,0
170028000,772200,50439229,2320,PRICE AVE,,LOT 2 BK 2 MAURY ADDITION,0
170029000,425400,50439230,2318,PRICE AVE,,LOT 3 BK 2 MAURY ADDITION,0
170027000,793000,50439231,2322,PRICE AVE,,LOT 1 BK 2 MAURY ADDITION,0
170039000,1768100,50439232,115,MAURY AVE,B,LOT 7B & STRIP BK 4 MAURY ADD,11369.16
170101000,623500,50439233,109,OBSERVATORY AVE,,LOT,0
170003000,476500,50439234,113,PIEDMONT AVE N,,LOT 7 PIEDMONT,0
170009700,457600,50439235,110,APPLE TREE RD,,LOT 17 PIEDMONT,0
170009170,562700,50439236,107,APPLE TREE RD,,LOT 27 PIEDMONT,0
170102000,386700,50439237,105,OBSERVATORY AVE,,LOT 5 & PT 7,0
160099100,236700,50439238,1910,JEFFERSON PARK AVE,1,UNIT 1 BLDG B 1910 JPA CONDO,0
160099101,239700,50439239,1910,JEFFERSON PARK AVE,10,UNIT 10 BLDG B 1910 JPA CONDO,0
160099110,235400,50439240,1910,JEFFERSON PARK AVE,11,UNIT 11 BLDG B 1910 JPA CONDO,0
160099120,233400,50439241,1910,JEFFERSON PARK AVE,12,UNIT 12 BLDG B 1910 JPA CONDO,0
160099140,231900,50439242,1910,JEFFERSON PARK AVE,14,UNIT 14 BLDG A 1910 JPA CONDO,0
160099150,227200,50439243,1910,JEFFERSON PARK AVE,15,UNIT 15 BLDG A 1910 JPA CONDO,0
160099160,237500,50439244,1910,JEFFERSON PARK AVE,16,UNIT 16 BLDG A 1910 JPA CONDO,0
160099170,235700,50439245,1910,JEFFERSON PARK AVE,17,UNIT 17 BLDG A 1910 JPA CONDO,0
160099180,239200,50439246,1910,JEFFERSON PARK AVE,18,UNIT 18 BLDG A 1910 JPA CONDO,0
160099190,236600,50439247,1910,JEFFERSON PARK AVE,19,UNIT 19 BLDG A 1910 JPA CONDO,0
160099201,239400,50439248,1910,JEFFERSON PARK AVE,20,UNIT 20 BLDG A 1910 JPA CONDO,0
160099200,241800,50439249,1910,JEFFERSON PARK AVE,2,UNIT 2 BLDG B 1910 JPA CONDO,0
160099210,235700,50439250,1910,JEFFERSON PARK AVE,21,UNIT 21 BLDG A 1910 JPA CONDO,0
160099220,234000,50439251,1910,JEFFERSON PARK AVE,22,UNIT 22 BLDG A 1910 JPA CONDO,0
160099230,250800,50439252,1910,JEFFERSON PARK AVE,23,UNIT 23 BLDG A 1910 JPA CONO,0
